        vname   code                                                                            short
127    sample   0321                                                                   Argentina 1970
128    sample   0322                                                                   Argentina 1980
129    sample   0323                                                                   Argentina 1991
130    sample   0324                                                                   Argentina 2001
131    sample   0325                                                                   Argentina 2010
132    sample   0511                                                                     Armenia 2001
133    sample   0401                                                                     Austria 1971
134    sample   0402                                                                     Austria 1981
135    sample   0403                                                                     Austria 1991
136    sample   0404                                                                     Austria 2001
137    sample   0501                                                                  Bangladesh 1991
138    sample   0502                                                                  Bangladesh 2001
139    sample   0503                                                                  Bangladesh 2011
140    sample   0681                                                                     Bolivia 1976
141    sample   0682                                                                     Bolivia 1992
142    sample   0683                                                                     Bolivia 2001
143    sample   0761                                                                      Brazil 1960
144    sample   0762                                                                      Brazil 1970
145    sample   0763                                                                      Brazil 1980
146    sample   0764                                                                      Brazil 1991
147    sample   0765                                                                      Brazil 2000
148    sample   0766                                                                      Brazil 2010
149    sample   1121                                                                     Belarus 1999
150    sample   8541                                                                Burkina Faso 1985
151    sample   8542                                                                Burkina Faso 1996
152    sample   8543                                                                Burkina Faso 2006
153    sample   1161                                                                    Cambodia 1998
154    sample   1162                                                                    Cambodia 2008
155    sample   1201                                                                    Cameroon 1976
156    sample   1202                                                                    Cameroon 1987
157    sample   1203                                                                    Cameroon 2005
158    sample   1241                                                                      Canada 1971
159    sample   1242                                                                      Canada 1981
160    sample   1243                                                                      Canada 1991
161    sample   1244                                                                      Canada 2001
162    sample   1521                                                                       Chile 1960
163    sample   1522                                                                       Chile 1970
164    sample   1523                                                                       Chile 1982
165    sample   1524                                                                       Chile 1992
166    sample   1525                                                                       Chile 2002
167    sample   1561                                                                       China 1982
168    sample   1562                                                                       China 1990
169    sample   1701                                                                    Colombia 1964
170    sample   1702                                                                    Colombia 1973
171    sample   1703                                                                    Colombia 1985
172    sample   1704                                                                    Colombia 1993
173    sample   1705                                                                    Colombia 2005
174    sample   1881                                                                  Costa Rica 1963
175    sample   1882                                                                  Costa Rica 1973
176    sample   1883                                                                  Costa Rica 1984
177    sample   1884                                                                  Costa Rica 2000
178    sample   1921                                                                        Cuba 2002
179    sample   2141                                                          Dominican Republic 1960
180    sample   2142                                                          Dominican Republic 1970
181    sample   2143                                                          Dominican Republic 1981
182    sample   2144                                                          Dominican Republic 2002
183    sample   2145                                                          Dominican Republic 2010
184    sample   2181                                                                     Ecuador 1962
185    sample   2182                                                                     Ecuador 1974
186    sample   2183                                                                     Ecuador 1982
187    sample   2184                                                                     Ecuador 1990
188    sample   2185                                                                     Ecuador 2001
189    sample   2186                                                                     Ecuador 2010
190    sample   8181                                                                       Egypt 1996
191    sample   8182                                                                       Egypt 2006
192    sample   2221                                                                 El Salvador 1992
193    sample   2222                                                                 El Salvador 2007
194    sample   2421                                                                        Fiji 1966
195    sample   2422                                                                        Fiji 1976
196    sample   2423                                                                        Fiji 1986
197    sample   2424                                                                        Fiji 1996
198    sample   2425                                                                        Fiji 2007
199    sample   2501                                                                      France 1962
200    sample   2502                                                                      France 1968
201    sample   2503                                                                      France 1975
202    sample   2504                                                                      France 1982
203    sample   2505                                                                      France 1990
204    sample   2506                                                                      France 1999
205    sample   2507                                                                      France 2006
206    sample   2761                                                              Germany 1970 (West)
207    sample   2762                                                              Germany 1971 (East)
208    sample   2763                                                              Germany 1981 (East)
209    sample   2764                                                              Germany 1987 (West)
210    sample   2881                                                                       Ghana 2000
211    sample   2882                                                                       Ghana 2010
212    sample   3001                                                                      Greece 1971
213    sample   3002                                                                      Greece 1981
214    sample   3003                                                                      Greece 1991
215    sample   3004                                                                      Greece 2001
216    sample   3241                                                                      Guinea 1983
217    sample   3242                                                                      Guinea 1996
218    sample   3321                                                                       Haiti 1971
219    sample   3322                                                                       Haiti 1982
220    sample   3323                                                                       Haiti 2003
221    sample   3481                                                                     Hungary 1970
222    sample   3482                                                                     Hungary 1980
223    sample   3483                                                                     Hungary 1990
224    sample   3484                                                                     Hungary 2001
225    sample   3561                                                                       India 1983
226    sample   3562                                                                       India 1987
227    sample   3563                                                                       India 1993
228    sample   3564                                                                       India 1999
229    sample   3565                                                                       India 2004
230    sample   3601                                                                   Indonesia 1971
231    sample   3602                                                                   Indonesia 1976
232    sample   3603                                                                   Indonesia 1980
233    sample   3604                                                                   Indonesia 1985
234    sample   3605                                                                   Indonesia 1990
235    sample   3606                                                                   Indonesia 1995
236    sample   3607                                                                   Indonesia 2000
237    sample   3608                                                                   Indonesia 2005
238    sample   3609                                                                   Indonesia 2010
239    sample   3641                                                                        Iran 2006
240    sample   3681                                                                        Iraq 1997
241    sample   3721                                                                     Ireland 1971
242    sample   3722                                                                     Ireland 1979
243    sample   3723                                                                     Ireland 1981
244    sample   3724                                                                     Ireland 1986
245    sample   3725                                                                     Ireland 1991
246    sample   3726                                                                     Ireland 1996
247    sample   3727                                                                     Ireland 2002
248    sample   3728                                                                     Ireland 2006
249    sample   3729                                                                     Ireland 2011
250    sample   3761                                                                      Israel 1972
251    sample   3762                                                                      Israel 1983
252    sample   3763                                                                      Israel 1995
253    sample   3801                                                                       Italy 2001
254    sample   3881                                                                     Jamaica 1982
255    sample   3882                                                                     Jamaica 1991
256    sample   3883                                                                     Jamaica 2001
257    sample   4001                                                                      Jordan 2004
258    sample   4041                                                                       Kenya 1969
259    sample   4042                                                                       Kenya 1979
260    sample   4043                                                                       Kenya 1989
261    sample   4044                                                                       Kenya 1999
262    sample   4045                                                                       Kenya 2009
263    sample   4171                                                             Kyrgyz Republic 1999
264    sample   4172                                                             Kyrgyz Republic 2009
265    sample   4301                                                                     Liberia 1974
266    sample   4302                                                                     Liberia 2008
267    sample   4541                                                                      Malawi 1987
268    sample   4542                                                                      Malawi 1998
269    sample   4543                                                                      Malawi 2008
270    sample   4581                                                                    Malaysia 1970
271    sample   4582                                                                    Malaysia 1980
272    sample   4583                                                                    Malaysia 1991
273    sample   4584                                                                    Malaysia 2000
274    sample   4661                                                                        Mali 1987
275    sample   4662                                                                        Mali 1998
276    sample   4663                                                                        Mali 2009
277    sample   4841                                                                      Mexico 1960
278    sample   4842                                                                      Mexico 1970
279    sample   4843                                                                      Mexico 1990
280    sample   4844                                                                      Mexico 1995
281    sample   4845                                                                      Mexico 2000
282    sample   4846                                                                      Mexico 2005
283    sample   4847                                                                      Mexico 2010
284    sample   4961                                                                    Mongolia 1989
285    sample   4962                                                                    Mongolia 2000
286    sample   5041                                                                     Morocco 1982
287    sample   5042                                                                     Morocco 1994
288    sample   5043                                                                     Morocco 2004
289    sample   5241                                                                       Nepal 2001
290    sample   5281                                                                 Netherlands 1960
291    sample   5282                                                                 Netherlands 1971
292    sample   5283                                                                 Netherlands 2001
293    sample   5581                                                                   Nicaragua 1971
294    sample   5582                                                                   Nicaragua 1995
295    sample   5583                                                                   Nicaragua 2005
296    sample   5661                                                                     Nigeria 2006
297    sample   5662                                                                     Nigeria 2007
298    sample   5663                                                                     Nigeria 2008
299    sample   5664                                                                     Nigeria 2009
300    sample   5665                                                                     Nigeria 2010
301    sample   5861                                                                    Pakistan 1973
302    sample   5862                                                                    Pakistan 1981
303    sample   5863                                                                    Pakistan 1998
304    sample   2751                                                                   Palestine 1997
305    sample   2752                                                                   Palestine 2007
306    sample   5911                                                                      Panama 1960
307    sample   5912                                                                      Panama 1970
308    sample   5913                                                                      Panama 1980
309    sample   5914                                                                      Panama 1990
310    sample   5915                                                                      Panama 2000
311    sample   5916                                                                      Panama 2010
312    sample   6041                                                                        Peru 1993
313    sample   6042                                                                        Peru 2007
314    sample   6081                                                                 Philippines 1990
315    sample   6082                                                                 Philippines 1995
316    sample   6083                                                                 Philippines 2000
317    sample   6201                                                                    Portugal 1981
318    sample   6202                                                                    Portugal 1991
319    sample   6203                                                                    Portugal 2001
320    sample   6301                                                                 Puerto Rico 1970
321    sample   6302                                                                 Puerto Rico 1980
322    sample   6303                                                                 Puerto Rico 1990
323    sample   6304                                                                 Puerto Rico 2000
324    sample   6305                                                                 Puerto Rico 2005
325    sample   6421                                                                     Romania 1977
326    sample   6422                                                                     Romania 1992
327    sample   6423                                                                     Romania 2002
328    sample   6461                                                                      Rwanda 1991
329    sample   6462                                                                      Rwanda 2002
330    sample   6621                                                                 Saint Lucia 1980
331    sample   6622                                                                 Saint Lucia 1991
332    sample   6861                                                                     Senegal 1988
333    sample   6862                                                                     Senegal 2002
334    sample   6941                                                                Sierra Leone 2004
335    sample   7051                                                                    Slovenia 2002
336    sample   7101                                                                South Africa 1996
337    sample   7102                                                                South Africa 2001
338    sample   7103                                                                South Africa 2007
339    sample   7241                                                                       Spain 1981
340    sample   7242                                                                       Spain 1991
341    sample   7243                                                                       Spain 2001
342    sample   7281                                                                 South Sudan 2008
343    sample   7291                                                                       Sudan 2008
344    sample   7561                                                                 Switzerland 1970
345    sample   7562                                                                 Switzerland 1980
346    sample   7563                                                                 Switzerland 1990
347    sample   7564                                                                 Switzerland 2000
348    sample   8341                                                                    Tanzania 1988
349    sample   8342                                                                    Tanzania 2002
350    sample   7641                                                                    Thailand 1970
351    sample   7642                                                                    Thailand 1980
352    sample   7643                                                                    Thailand 1990
353    sample   7644                                                                    Thailand 2000
354    sample   7921                                                                      Turkey 1985
355    sample   7922                                                                      Turkey 1990
356    sample   7923                                                                      Turkey 2000
357    sample   8001                                                                      Uganda 1991
358    sample   8002                                                                      Uganda 2002
359    sample   8041                                                                     Ukraine 2001
360    sample   8261                                                              United Kingdom 1991
361    sample   8262                                                              United Kingdom 2001
362    sample   8401                                                               United States 1960
363    sample   8402                                                               United States 1970
364    sample   8403                                                               United States 1980
365    sample   8404                                                               United States 1990
366    sample   8405                                                               United States 2000
367    sample   8406                                                               United States 2005
368    sample   8407                                                               United States 2010
369    sample   8581                                                                     Uruguay 1963
370    sample   8582                                                                     Uruguay 1975
371    sample   8583                                                                     Uruguay 1985
372    sample   8584                                                                     Uruguay 1996
373    sample   8585                                                                     Uruguay 2006
374    sample   8586                                                                     Uruguay 2011
375    sample   8621                                                                   Venezuela 1971
376    sample   8622                                                                   Venezuela 1981
377    sample   8623                                                                   Venezuela 1990
378    sample   8624                                                                   Venezuela 2001
379    sample   7041                                                                     Vietnam 1989
380    sample   7042                                                                     Vietnam 1999
381    sample   7043                                                                     Vietnam 2009
382    sample   8941                                                                      Zambia 1990
383    sample   8942                                                                      Zambia 2000
384    sample   8943                                                                      Zambia 2010
385      pern     01                                                                                1
386      pern     02                                                                                2
387      pern     03                                                                                3
388      pern     04                                                                                4
389      pern     05                                                                                5
390      pern     06                                                                                6
391      pern     07                                                                                7
392      pern     08                                                                                8
393      pern     09                                                                                9
394      pern     10                                                                               10
395      pern     11                                                                               11
396      pern     12                                                                               12
397      pern     13                                                                               13
398      pern     14                                                                               14
399      pern     15                                                                               15
400      pern     16                                                                               16
401      pern     17                                                                               17
402      pern     18                                                                               18
403      pern     19                                                                               19
404      pern     20                                                                               20
405      pern     21                                                                               21
406      pern     22                                                                               22
407      pern     23                                                                               23
408      pern     24                                                                               24
409      pern     25                                                                               25
410      pern     26                                                                               26
411      pern     27                                                                               27
412      pern     28                                                                               28
413      pern     29                                                                               29
414      pern     30                                                                               30
415      pern     31                                                                               31
416      pern     32                                                                               32
417      pern     33                                                                               33
418      pern     34                                                                               34
419      pern     35                                                                               35
420      pern     36                                                                               36
421      pern     37                                                                               37
422      pern     38                                                                               38
423      pern     39                                                                               39
424      pern     40                                                                               40
425      fbig      0                                                                       No problem
426      fbig      1 Yes: households within a large dwelling were split apart into separate dwellings
427      fbig      2   Yes: persons within a large household were split apart into separate dwellings
428  division     10                                                                          Barisal
429  division     20                                                                       Chittagong
430  division     30                                                                            Dhaka
431  division     40                                                                           Khulna
432  division     50                                                                         Rajshahi
433  division     55                                                                          Rangpur
434  division     60                                                                           Sylhet
435      zila   1004                                                                          Barguna
436      zila   1006                                                                          Barisal
437      zila   1009                                                                            Bhola
438      zila   1042                                                                        Jhalokati
439      zila   1078                                                                       Patuakhali
440      zila   1079                                                                         Pirojpur
441      zila   2003                                                                        Bandarban
442      zila   2012                                                                     Brahmanbaria
443      zila   2013                                                                         Chandpur
444      zila   2015                                                                       Chittagong
445      zila   2019                                                                          Comilla
446      zila   2022                                                                      Cox's Bazar
447      zila   2030                                                                             Feni
448      zila   2046                                                                     Khagrachhari
449      zila   2051                                                                       Lakshmipur
450      zila   2075                                                                         Noakhali
451      zila   2084                                                                        Rangamati
452      zila   3026                                                                            Dhaka
453      zila   3029                                                                         Faridpur
454      zila   3033                                                                          Gazipur
455      zila   3035                                                                        Gopalganj
456      zila   3039                                                                         Jamalpur
457      zila   3048                                                                      Kishoreganj
458      zila   3054                                                                        Madaripur
459      zila   3056                                                                        Manikganj
460      zila   3059                                                                       Munshiganj
461      zila   3061                                                                       Mymensingh
462      zila   3067                                                                      Narayanganj
463      zila   3068                                                                        Narsingdi
464      zila   3072                                                                        Netrokona
465      zila   3082                                                                          Rajbari
466      zila   3086                                                                       Shariatpur
467      zila   3089                                                                          Sherpur
468      zila   3093                                                                          Tangail
469      zila   4001                                                                         Bagerhat
470      zila   4018                                                                        Chuadanga
471      zila   4041                                                                          Jessore
472      zila   4044                                                                       Jhenaidaha
473      zila   4047                                                                           Khulna
474      zila   4050                                                                          Kushtia
475      zila   4055                                                                           Magura
476      zila   4057                                                                         Meherpur
477      zila   4065                                                                           Narail
478      zila   4087                                                                         Satkhira
479      zila   5010                                                                            Bogra
480      zila   5038                                                                        Joypurhat
481      zila   5064                                                                          Naogaon
482      zila   5069                                                                           Natore
483      zila   5070                                                                 Chapai Nababganj
484      zila   5076                                                                            Pabna
485      zila   5081                                                                         Rajshahi
486      zila   5088                                                                        Sirajganj
487      zila   5527                                                                         Dinajpur
488      zila   5532                                                                        Gaibandha
489      zila   5549                                                                         Kurigram
490      zila   5552                                                                      Lalmonirhat
491      zila   5573                                                                       Nilphamari
492      zila   5577                                                                       Panchagarh
493      zila   5585                                                                          Rangpur
494      zila   5594                                                                       Thakurgaon
495      zila   6036                                                                         Habiganj
496      zila   6058                                                                     Maulvi Bazar
497      zila   6090                                                                        Sunamganj
498      zila   6091                                                                           Sylhet
499   upazila 100409                                                                           Amtali
500   upazila 100419                                                                            Bamna
501   upazila 100428                                                                    Barguna Sadar
502   upazila 100447                                                                           Betagi
503   upazila 100485                                                                      Patharghata
504   upazila 100602                                                                       Agailjhara
505   upazila 100603                                                                         Babuganj
506   upazila 100607                                                                        Bakerganj
507   upazila 100610                                                                       Banaripara
508   upazila 100632                                                                         Gaurnadi
509   upazila 100636                                                                            Hizla
510   upazila 100651                                                                    Barisal Sadar
511   upazila 100662                                                                      Mehendiganj
512   upazila 100669                                                                           Muladi
513   upazila 100694                                                                         Wazirpur
514   upazila 100918                                                                      Bhola Sadar
515   upazila 100921                                                                      Burhanuddin
516   upazila 100925                                                                      Char Fasson
517   upazila 100929                                                                      Daulat Khan
518   upazila 100954                                                                         Lalmohan
519   upazila 100965                                                                          Manpura
520   upazila 100991                                                                       Tazumuddin
521   upazila 104240                                                                  Jhalokati Sadar
522   upazila 104243                                                                        Kanthalia
523   upazila 104273                                                                         Nalchity
524   upazila 104284                                                                          Rajapur
525   upazila 107838                                                                          Bauphal
526   upazila 107852                                                                         Dashmina
527   upazila 107855                                                                            Dumki
528   upazila 107857                                                                        Galachipa
529   upazila 107866                                                                        Kala Para
530   upazila 107876                                                                        Mirzaganj
531   upazila 107895                                                                 Patuakhali Sadar
532   upazila 107914                                                                        Bhandaria
533   upazila 107947                                                                         Kawkhali
534   upazila 107958                                                                        Mathbaria
535   upazila 107976                                                                         Nazirpur
536   upazila 107980                                                                   Pirojpur Sadar
537   upazila 107987                                                           Nesarabad (Swarupkati)
538   upazila 107990                                                                         Zianagar
539   upazila 200304                                                                         Alikadam
540   upazila 200314                                                                  Bandarban Sadar
541   upazila 200351                                                                             Lama
542   upazila 200373                                                                   Naikhongchhari
543   upazila 200389                                                                     Rowangchhari
544   upazila 200391                                                                             Ruma
545   upazila 200395                                                                          Thanchi
546   upazila 201202                                                                          Akhaura
547   upazila 201204                                                                    Banchharampur
548   upazila 201207                                                                       Bijoynagar
549   upazila 201213                                                               Brahmanbaria Sadar
550   upazila 201233                                                                         Ashuganj
551   upazila 201263                                                                            Kasba
552   upazila 201285                                                                        Nabinagar
553   upazila 201290                                                                       Nasirnagar
554   upazila 201294                                                                           Sarail
555   upazila 201322                                                                   Chandpur Sadar
556   upazila 201345                                                                        Faridganj
557   upazila 201347                                                                        Haim Char
558   upazila 201349                                                                         Hajiganj
559   upazila 201358                                                                           Kachua
560   upazila 201376                                                                           Matlab
561   upazila 201379                                                                     Uttar Matlab
562   upazila 201395                                                                        Shahrasti
563   upazila 201504                                                                          Anowara
564   upazila 201506                                                            Bayejid Bostami Thana
565   upazila 201508                                                                       Banshkhali
566   upazila 201510                                                                    Bakalia Thana
567   upazila 201512                                                                        Boalkhali
568   upazila 201518                                                                      Chandanaish
569   upazila 201519                                                                  Chandgaon Thana
570   upazila 201520                                                            Chittagong Port Thana
571   upazila 201528                                                             Double Mooring Thana
572   upazila 201533                                                                      Fatikchhari
573   upazila 201535                                                                 Halishahar Thana
574   upazila 201537                                                                        Hathazari
575   upazila 201541                                                                    Kotwali Thana
576   upazila 201543                                                                    Khulshi Thana
577   upazila 201547                                                                         Lohagara
578   upazila 201553                                                                        Mirsharai
579   upazila 201555                                                                  Pahartali Thana
580   upazila 201557                                                                 Panchlaish Thana
581   upazila 201561                                                                           Patiya
582   upazila 201565                                                                    Patenga Thana
583   upazila 201570                                                                         Rangunia
584   upazila 201574                                                                           Raozan
585   upazila 201578                                                                          Sandwip
586   upazila 201582                                                                         Satkania
587   upazila 201586                                                                        Sitakunda
588   upazila 201909                                                                           Barura
589   upazila 201915                                                                     Brahman Para
590   upazila 201918                                                                        Burichang
591   upazila 201927                                                                         Chandina
592   upazila 201931                                                                      Chauddagram
593   upazila 201933                                                             Comilla Sadar Dakhin
594   upazila 201936                                                                        Daudkandi
595   upazila 201940                                                                         Debidwar
596   upazila 201954                                                                            Homna
597   upazila 201967                                                            Comilla Adarsha Sadar
598   upazila 201972                                                                           Laksam
599   upazila 201974                                                                      Manoharganj
600   upazila 201975                                                                           Meghna
601   upazila 201981                                                                       Muradnagar
602   upazila 201987                                                                        Nangalkot
603   upazila 201994                                                                            Titas
604   upazila 202216                                                                         Chakaria
605   upazila 202224                                                                Cox'S Bazar Sadar
606   upazila 202245                                                                         Kutubdia
607   upazila 202249                                                                      Maheshkhali
608   upazila 202256                                                                            Pekua
609   upazila 202266                                                                             Ramu
610   upazila 202290                                                                           Teknaf
611   upazila 202294                                                                            Ukhia
612   upazila 203014                                                                     Chhagalnaiya
613   upazila 203025                                                                     Daganbhuiyan
614   upazila 203029                                                                       Feni Sadar
615   upazila 203041                                                                          Fulgazi
616   upazila 203051                                                                        Parshuram
617   upazila 203094                                                                         Sonagazi
618   upazila 204643                                                                        Dighinala
619   upazila 204649                                                               Khagrachhari Sadar
620   upazila 204661                                                                    Lakshmichhari
621   upazila 204665                                                                      Mahalchhari
622   upazila 204667                                                                      Manikchhari
623   upazila 204670                                                                        Matiranga
624   upazila 204677                                                                        Panchhari
625   upazila 204680                                                                          Ramgarh
626   upazila 205133                                                                       Kamalnagar
627   upazila 205143                                                                 Lakshmipur Sadar
628   upazila 205158                                                                           Roypur
629   upazila 205165                                                                          Ramganj
630   upazila 205173                                                                          Ramgati
631   upazila 207507                                                                        Begumganj
632   upazila 207510                                                                         Chatkhil
633   upazila 207521                                                                      Companiganj
634   upazila 207536                                                                           Hatiya
635   upazila 207547                                                                         Kabirhat
636   upazila 207580                                                                          Senbagh
637   upazila 207583                                                                        Sonaimuri
638   upazila 207585                                                                     Subarna Char
639   upazila 207587                                                        Noakhali Sadar (Sudharam)
640   upazila 208407                                                                    Baghai Chhari
641   upazila 208421                                                                           Barkal
642   upazila 208425                                                              Kawkhali (Betbunia)
643   upazila 208429                                                                     Belai Chhari
644   upazila 208436                                                                           Kaptai
645   upazila 208447                                                                     Jurai Chhari
646   upazila 208458                                                                          Langadu
647   upazila 208475                                                                       Maniarchar
648   upazila 208478                                                                       Rajasthali
649   upazila 208487                                                                  Rangamati Sadar
650   upazila 302602                                                                     Adabar Thana
651   upazila 302604                                                                      Badda Thana
652   upazila 302605                                                                   Bangshal Thana
653   upazila 302608                                                                 Cantonment Thana
654   upazila 302609                                                                 Chak Bazar Thana
655   upazila 302610                                                                Dakshinkhan Thana
656   upazila 302611                                                                Darus Salam Thana
657   upazila 302612                                                                      Demra Thana
658   upazila 302614                                                                          Dhamrai
659   upazila 302616                                                                  Dhanmondi Thana
660   upazila 302618                                                                            Dohar
661   upazila 302624                                                                   Gendaria Thana
662   upazila 302626                                                                    Gulshan Thana
663   upazila 302628                                                                 Hazaribagh Thana
664   upazila 302629                                                                  Jatrabari Thana
665   upazila 302630                                                                     Kafrul Thana
666   upazila 302632                                                                 Kadam Tali Thana
667   upazila 302633                                                                  Kalabagan Thana
668   upazila 302634                                                             Kamrangir Char Thana
669   upazila 302636                                                                   Khilgaon Thana
670   upazila 302637                                                                   Khilkhet Thana
671   upazila 302638                                                                       Keraniganj
672   upazila 302640                                                                    Kotwali Thana
673   upazila 302642                                                                    Lalbagh Thana
674   upazila 302648                                                                     Mirpur Thana
675   upazila 302650                                                                Mohammadpur Thana
676   upazila 302654                                                                  Motijheel Thana
677   upazila 302662                                                                        Nawabganj
678   upazila 302663                                                                 New Market Thana
679   upazila 302664                                                                    Pallabi Thana
680   upazila 302665                                                                     Paltan Thana
681   upazila 302666                                                                      Ramna Thana
682   upazila 302667                                                                    Rampura Thana
683   upazila 302668                                                                  Sabujbagh Thana
684   upazila 302672                                                                            Savar
685   upazila 302674                                                                   Shah Ali Thana
686   upazila 302675                                                                    Shahbag Thana
687   upazila 302676                                                                   Shyampur Thana
688   upazila 302680                                                        Sher-E-Bangla Nagar Thana
689   upazila 302688                                                                   Sutrapur Thana
690   upazila 302690                                                                    Tejgaon Thana
691   upazila 302692                                                           Tejgaon Ind.Area Thana
692   upazila 302693                                                                      Turag Thana
693   upazila 302695                                                     Uttara and Bimanbandar Thana
694   upazila 302696                                                                 Uttar Khan Thana
695   upazila 302903                                                                        Alfadanga
696   upazila 302910                                                                           Bhanga
697   upazila 302918                                                                         Boalmari
698   upazila 302921                                                                   Char Bhadrasan
699   upazila 302947                                                                   Faridpur Sadar
700   upazila 302956                                                                       Madhukhali
701   upazila 302962                                                                       Nagarkanda
702   upazila 302984                                                                         Sadarpur
703   upazila 302990                                                                           Saltha
704   upazila 303330                                                                    Gazipur Sadar
705   upazila 303332                                                                        Kaliakair
706   upazila 303334                                                                         Kaliganj
707   upazila 303336                                                                          Kapasia
708   upazila 303386                                                                          Sreepur
709   upazila 303532                                                                  Gopalganj Sadar
710   upazila 303543                                                                         Kashiani
711   upazila 303551                                                                       Kotalipara
712   upazila 303558                                                                        Muksudpur
713   upazila 303591                                                                        Tungipara
714   upazila 303907                                                                       Bakshiganj
715   upazila 303915                                                                        Dewanganj
716   upazila 303929                                                                         Islampur
717   upazila 303936                                                                   Jamalpur Sadar
718   upazila 303958                                                                        Madarganj
719   upazila 303961                                                                        Melandaha
720   upazila 303985                                                                      Sarishabari
721   upazila 304802                                                                        Austagram
722   upazila 304806                                                                         Bajitpur
723   upazila 304811                                                                          Bhairab
724   upazila 304827                                                                       Hossainpur
725   upazila 304833                                                                             Itna
726   upazila 304842                                                                        Karimganj
727   upazila 304845                                                                          Katiadi
728   upazila 304849                                                                Kishoreganj Sadar
729   upazila 304854                                                                      Kuliar Char
730   upazila 304859                                                                        Mithamain
731   upazila 304876                                                                            Nikli
732   upazila 304879                                                                         Pakundia
733   upazila 304892                                                                           Tarail
